Release Date,Movie Title,Production Budget,Domestic Gross,Worldwide Gross ,Profit,Ratio
6/26/2013,Despicable Me 2,76000000,368065385,975216835,899216835,0.0779314
6/6/2003,2 Fast 2 Furious,76000000,127120058,236410607,160410607,0.321475
12/25/2006,Children of Men,76000000,35552383,69845011,-6154989,1.08812
6/30/2000,The Adventures of Rocky & Bullwinkle,76000000,26000610,35129610,-40870390,2.16342
5/8/2016,The Secret Life of Pets,75000000,368384330,885302500,810302500,0.0847168
7/2/1996,Independence Day,75000000,306169255,817400878,742400878,0.0917542
11/7/2018,Dr. Seuss’ The Grinch,75000000,270834950,514602427,439602427,0.145744
11/24/2016,Sing,75000000,270329045,632483611,557483611,0.11858
6/14/2017,Despicable Me 3,75000000,264624300,1032596894,957596894,0.0726324
5/22/1997,The Lost World: Jurassic Park,75000000,229086679,618638999,543638999,0.121234
3/31/2006,Ice Age: The Meltdown,75000000,195330621,651899282,576899282,0.115048
5/27/2005,Madagascar,75000000,193595521,556559566,481559566,0.134756
6/25/2010,Grown Ups,75000000,162001186,272223000,197223000,0.275509
9/20/2004,Shark Tale,75000000,161412000,371741123,296741123,0.201753
7/14/2000,X-Men,75000000,157299717,296872367,221872367,0.252634
6/27/2008,Wanted,75000000,134508551,342416460,267416460,0.219032
6/7/1996,The Rock,75000000,134069511,336069511,261069511,0.223168
2/13/2004,50 First Dates,75000000,120776832,196320329,121320329,0.382029
7/18/2018,Mamma Mia: Here We Go Again!,75000000,120634935,399228127,324228127,0.187863
7/20/2007,Hairspray,75000000,118871849,202822861,127822861,0.369781
5/31/2013,Now You See Me,75000000,117723989,342769200,267769200,0.218806
11/18/2021,Ghostbusters: Afterlife,75000000,103673364,146405652,71405652,0.512275
12/15/2006,Dreamgirls,75000000,103365956,155620350,80620350,0.481942
8/3/2018,Christopher Robin,75000000,99215042,197744377,122744377,0.379278
7/23/1999,Inspector Gadget,75000000,97387965,97387965,22387965,0.770116
11/11/2011,Immortals,75000000,83504017,211562435,136562435,0.354505
6/18/2004,The Terminal,75000000,77073959,218673959,143673959,0.342976
2/18/2005,Constantine,75000000,75976178,221593554,146593554,0.338457
7/21/2006,Monster House,75000000,73661010,141267370,66267370,0.530908
12/8/2000,Vertical Limit,75000000,68473360,213500000,138500000,0.351288
12/21/2007,Charlie Wilson’s War,75000000,66661095,119512771,44512771,0.627548
4/16/1999,Life,75000000,64062587,73521587,-1478413,1.02011
9/19/2019,Abominable,75000000,60761390,188659191,113659191,0.397542
3/4/2005,Be Cool,75000000,55849401,94944017,19944017,0.789939
12/23/2005,Munich,75000000,47379090,131492772,56492772,0.570374
6/4/2010,Killers,75000000,47059963,95572749,20572749,0.784743
8/12/2015,The Man From U.N.C.L.E.,75000000,45445109,108517735,33517735,0.691131
3/7/2003,Tears of the Sun,75000000,43632458,85632458,10632458,0.875836
7/21/2006,Lady in the Water,75000000,42285169,72785169,-2214831,1.03043
12/17/2004,Spanglish,75000000,42044321,54344321,-20655679,1.38009
10/12/2001,Bandits,75000000,41523271,71523271,-3476729,1.04861
12/17/1999,Anna and the King,75000000,39251128,39251128,-35748872,1.91077
7/7/1995,First Knight,75000000,37361412,127361412,52361412,0.588875
3/25/2011,Sucker Punch,75000000,36392502,89758389,14758389,0.835576
3/11/2005,Hostage,75000000,34636443,77636443,2636443,0.966041
10/5/2016,Inferno,75000000,34343574,219519367,144519367,0.341656
6/13/2003,Hollywood Homicide,75000000,30207785,50409753,-24590247,1.48781
6/16/2000,Titan A.E.,75000000,22751979,36751979,-38248021,2.04071
12/17/2004,Flight of the Phoenix,75000000,21009180,34009180,-40990820,2.20529
10/23/1998,Soldier,75000000,14623082,14623082,-60376918,5.12888
1/15/1999,Virus,75000000,14010690,30626690,-44373310,2.44884
2/23/2001,Monkeybone,75000000,5409517,5409517,-69590483,13.8645
8/7/2019,PLAYMOBIL,75000000,1115008,16288031,-58711969,4.60461
1/6/2022,The 355,75000000,0,0,-75000000,N/A
6/17/2015,Minions,74000000,336045770,1159631140,1085631140,0.0638134
1/28/2015,The SpongeBob Movie: Sponge Out of Water,74000000,162994032,311013181,237013181,0.237932
11/22/2000,Unbreakable,73243106,94999143,248099143,174856037,0.295217
8/4/2006,Talladega Nights: The Ballad of Ricky Bobby,73000000,148213377,162870525,89870525,0.448209
5/11/2016,The Angry Birds Movie,73000000,107509366,352327887,279327887,0.207193
8/7/1998,Snake Eyes,73000000,55591409,103891409,30891409,0.702657
2/13/1998,Sphere,73000000,37068294,50168294,-22831706,1.4551
7/26/2007,The Simpsons Movie,72500000,183135014,527071022,454571022,0.137553
2/8/2008,Fool’s Gold,72500000,70231041,109362966,36862966,0.66293
7/31/2009,Funny People,72500000,51855045,71880305,-619695,1.00862
9/28/2007,The Kingdom,72500000,47467250,86802457,14302457,0.83523
6/22/2001,Dr. Dolittle 2,72000000,112950721,176101721,104101721,0.408855
5/24/1995,Braveheart,72000000,75545647,209045244,137045244,0.344423
11/4/2005,Jarhead,72000000,62647540,96947540,24947540,0.74267
4/27/2001,Driven,72000000,32616869,54616869,-17383131,1.31827
12/21/2001,The Majestic,72000000,27796042,37306334,-34693666,1.92997
6/25/2004,Two Brothers,72000000,19176754,62176754,-9823246,1.15799
7/30/2004,The Village,71682975,114197520,257641634,185958659,0.278227
6/26/1998,Doctor Dolittle,71500000,144156605,294156605,222656605,0.243068
8/2/2002,Signs,70702619,227969295,408250578,337547959,0.173184
5/19/2004,Shrek 2,70000000,441226247,935253978,865253978,0.074846
5/1/2006,Cars,70000000,244082982,461630558,391630558,0.151636
12/23/2009,Alvin and the Chipmunks: The Squeakquel,70000000,219614612,443483213,373483213,0.157841
9/4/2019,It: Chapter Two,70000000,211593228,469566806,399566806,0.149074
6/22/1988,Who Framed Roger Rabbit?,70000000,154112492,351500000,281500000,0.199147
7/30/1999,Runaway Bride,70000000,152257509,310138178,240138178,0.225706
8/9/2002,xXx,70000000,141930000,267200000,197200000,0.261976
6/8/2018,Ocean’s 8,70000000,140218711,297718711,227718711,0.235121
11/8/1996,Ransom,70000000,136492681,308700000,238700000,0.226757
8/21/2009,Inglourious Basterds,70000000,120774594,316915264,246915264,0.220879
12/11/1991,Hook,70000000,119654823,300854823,230854823,0.23267
7/3/1990,Die Hard 2,70000000,117323878,239813888,169813888,0.291893
8/8/2003,S.W.A.T.,70000000,116877597,207154748,137154748,0.337912
11/10/2017,Daddy’s Home 2,70000000,104029443,175807183,105807183,0.398163
11/19/1999,Sleepy Hollow,70000000,101068340,207068340,137068340,0.338053
12/14/2001,Vanilla Sky,70000000,100614858,202726605,132726605,0.345293
6/13/1997,Hercules,70000000,99112101,250700000,180700000,0.279218
3/20/2013,Olympus Has Fallen,70000000,98927592,172878928,102878928,0.404908
3/11/2011,Battle: Los Angeles,70000000,83552429,213463976,143463976,0.327924
8/13/2004,AVP: Alien Vs. Predator,70000000,80281096,172543519,102543519,0.405695
12/25/2011,War Horse,70000000,79883359,156815529,86815529,0.446384
3/1/2002,We Were Soldiers,70000000,78120196,114658262,44658262,0.61051
2/7/2014,The Monuments Men,70000000,78031620,158702748,88702748,0.441076
9/22/2016,Storks,70000000,72679278,183353431,113353431,0.381776
12/11/1998,Star Trek: Insurrection,70000000,70187658,117800000,47800000,0.594228
12/10/2003,Big Fish,70000000,66432867,123954323,53954323,0.564724
6/17/1994,Wolf,70000000,65011757,131011757,61011757,0.534303
1/20/2012,Underworld: Awakening,70000000,62321039,160379930,90379930,0.436464
9/15/2017,The Lego Ninjago Movie,70000000,59281555,122737201,52737201,0.570324
10/1/2014,Dracula Untold,70000000,55991880,220241723,150241723,0.317833
9/29/2006,The Guardian,70000000,55011732,94973540,24973540,0.737047
8/9/1989,The Abyss,70000000,54243125,54243441,-15756559,1.29048
9/24/2010,Wall Street 2: Money Never Sleeps,70000000,52474616,137431619,67431619,0.509344
1/14/2011,The Dilemma,70000000,48475290,70546865,546865,0.992248
12/25/2005,Rumor Has It,70000000,42996140,88933562,18933562,0.787104
11/6/1998,The Siege,70000000,40934175,116625798,46625798,0.60021
8/10/2007,Stardust,70000000,38634938,137022245,67022245,0.510866
6/13/2012,Rock of Ages,70000000,38518613,61031932,-8968068,1.14694
6/11/2021,The Hitman’s Wife’s Bodyguard,70000000,38014727,67394555,-2605445,1.03866
10/8/1997,Seven Years in Tibet,70000000,37945884,131445884,61445884,0.532539
9/17/2004,Sky Captain and the World of Tomorrow,70000000,37760080,49730854,-20269146,1.40758
9/14/2007,The Brave One,70000000,36793804,69792704,-207296,1.00297
11/1/2002,I Spy,70000000,33561137,60279822,-9720178,1.16125
6/7/2002,Bad Company,70000000,30157016,69157016,-842984,1.01219
10/21/2005,Doom,70000000,28212337,58757178,-11242822,1.19134
1/27/2016,The Finest Hours,70000000,27569558,49252761,-20747239,1.42124
10/10/2013,Escape Plan,70000000,25135965,103735965,33735965,0.67479
9/23/2011,Killer Elite,70000000,25124986,65409046,-4590954,1.07019
1/16/1998,Hard Rain,70000000,19870567,19870567,-50129433,3.5228
2/15/2002,Hart's War,70000000,19076815,33076815,-36923185,2.11629
2/8/2002,Rollerball,70000000,18990542,25852508,-44147492,2.70767
1/10/2014,The Legend of Hercules,70000000,18848538,58953319,-11046681,1.18738
4/27/2007,Next,70000000,18211013,73591500,3591500,0.951197
9/20/2002,Ballistic: Ecks vs. Sever,70000000,14294842,14294842,-55705158,4.89687
8/10/2001,Osmosis Jones,70000000,13596911,13596911,-56403089,5.14823
5/9/2014,Legends of Oz: Dorothy’s Return,70000000,8462347,20107933,-49892067,3.48121
1/16/2015,Blackhat,70000000,8005980,19665004,-50334996,3.55962
3/31/2006,Basic Instinct 2,70000000,5946136,35417162,-34582838,1.97644
5/28/2010,Agora,70000000,619423,38992292,-31007708,1.79523
,b,70000000,0,0,-70000000,N/A
7/9/2010,Despicable Me,69000000,251513985,543464573,474464573,0.126963
7/30/2010,Dinner for Schmucks,69000000,73026337,86796502,17796502,0.794963
2/28/2018,Red Sparrow,69000000,46874505,145951861,76951861,0.472759
6/30/2010,The Twilight Saga: Eclipse,68000000,300531751,706102828,638102828,0.0963033
5/31/2002,The Sum of All Fears,68000000,118471320,193500000,125500000,0.351421
6/25/2015,Ted 2,68000000,81476385,217214143,149214143,0.313055
7/13/2001,The Score,68000000,71069884,113542091,45542091,0.598897
2/25/2011,Hall Pass,68000000,45060734,87173475,19173475,0.780054
11/22/1995,Money Train,68000000,35324232,77224232,9224232,0.880553
3/21/2003,Dreamcatcher,68000000,33685268,75685268,7685268,0.898458
8/6/1999,Mystery Men,68000000,29762011,33462011,-34537989,2.03216
11/5/1999,The Insider,68000000,28965197,60265197,-7734803,1.12835
12/22/2017,Downsizing,68000000,24449754,54462971,-13537029,1.24855
8/18/2021,Reminiscence,67972729,3900193,15451008,-52521721,4.39924
3/1/2012,Dr. Seuss’ The Lorax,67500000,214030500,350976753,283476753,0.19232
10/10/2008,Body of Lies,67500000,39394666,118556530,51056530,0.569349
6/20/2012,Abraham Lincoln: Vampire Hunter,67500000,37519139,137489730,69989730,0.490946
8/26/2020,The New Mutants,67000000,23855569,44612280,-22387720,1.50183
9/20/1996,Last Man Standing,67000000,18115927,18149997,-48850003,3.69146
8/17/2007,The Last Legion,67000000,5932060,25357771,-41642229,2.64219
4/30/1999,Entrapment,66000000,87707396,211700000,145700000,0.311762
6/19/1998,The X Files: Fight the Future,66000000,83898313,189176423,123176423,0.348881
3/13/2014,Need for Speed,66000000,43568507,194169619,128169619,0.339909
7/24/1998,Saving Private Ryan,65000000,216335085,485035085,420035085,0.134011
12/15/2000,What Women Want,65000000,182805123,374105123,309105123,0.173748
11/9/2012,Lincoln,65000000,182207973,273346281,208346281,0.237794
3/15/2002,Ice Age,65000000,176387405,386116343,321116343,0.168343
6/30/1995,Apollo 13,65000000,173772767,335802271,270802271,0.193566
3/31/1999,The Matrix,65000000,173396389,465377200,400377200,0.139672
6/22/2018,Hotel Transylvania 3: Summer Vacation,65000000,167500092,527848903,462848903,0.123141
12/19/2012,Les Misérables,65000000,148809770,438420442,373420442,0.14826
11/1/2002,The Santa Clause 2,65000000,139225854,172825854,107825854,0.376101
6/1/1990,Total Recall,65000000,119394839,261399830,196399830,0.248661
12/18/1998,You’ve Got Mail,65000000,115821495,250800000,185800000,0.259171
12/25/2014,Unbroken,65000000,115637895,163527824,98527824,0.397486
5/21/2015,Spy!,65000000,110825712,232585748,167585748,0.279467
11/5/2010,Due Date,65000000,100539043,211739043,146739043,0.306982
7/25/2008,Step Brothers,65000000,100468793,128107642,63107642,0.507386
12/15/1995,Jumanji,65000000,100458310,262758310,197758310,0.247376
7/17/1998,The Mask of Zorro,65000000,93828745,233700000,168700000,0.278134
8/4/2000,Space Cowboys,65000000,90454043,128874043,63874043,0.504368
12/18/2014,Annie,65000000,85911262,139829625,74829625,0.464851
5/28/1993,Cliffhanger,65000000,84049211,255000000,190000000,0.254902
8/10/2016,Pete’s Dragon,65000000,76233151,137768975,72768975,0.471804
2/9/1996,Broken Arrow,65000000,70645997,148345997,83345997,0.438165
8/9/2006,World Trade Center,65000000,70278893,163295654,98295654,0.398051
7/7/2000,The Kid,65000000,69688384,69688384,4688384,0.932724
12/19/2003,Mona Lisa Smile,65000000,63803100,141205169,76205169,0.460323
5/16/2012,The Dictator,65000000,59650222,180148897,115148897,0.360813
11/25/2020,The Croods: A New Age,65000000,58568815,214952707,149952707,0.302392
7/16/1999,Eyes Wide Shut,65000000,55691208,104264617,39264617,0.623414
2/16/2012,This Means War,65000000,54760791,156974557,91974557,0.41408
2/26/2015,Focus,65000000,53862963,168065700,103065700,0.386754
12/8/2004,Blade: Trinity,65000000,52397389,131353165,66353165,0.494849
11/21/2012,Red Dawn,65000000,44806783,48164150,-16835850,1.34955
12/22/2006,We Are Marshall,65000000,43545364,43545364,-21454636,1.4927
8/17/2015,Everest,65000000,43482270,221297061,156297061,0.293723
9/12/2012,Resident Evil: Retribution,65000000,42345531,240647629,175647629,0.270104
8/2/2019,The Angry Birds Movie 2,65000000,41657076,152018812,87018812,0.427579
3/20/1998,Primary Colors,65000000,39017984,39017984,-25982016,1.6659
10/15/1999,Fight Club,65000000,37030102,100820947,35820947,0.644707
8/22/2008,Death Race,65000000,36316032,72516819,7516819,0.896344
10/11/1996,The Long Kiss Goodnight,65000000,33447612,33447612,-31552388,1.94334
12/8/2000,Proof of Life,65000000,32598931,62761005,-2238995,1.03567
11/11/2005,Zathura,65000000,28045540,58545540,-6454460,1.11025
11/26/2003,The Missing,65000000,26900336,38253433,-26746567,1.69919
1/14/2005,Elektra,65000000,24409722,56824633,-8175367,1.14387
10/23/2009,Astro Boy,65000000,19551067,41636243,-23363757,1.56114
1/24/2014,I Frankenstein,65000000,19075290,74575290,9575290,0.871602
11/29/2019,Underwater,65000000,17291078,39194264,-25805736,1.65841
5/24/1991,Hudson Hawk,65000000,17218916,17218916,-47781084,3.77492
8/22/2014,Sin City: A Dame to Kill For,65000000,13757804,40650842,-24349158,1.59898
12/25/2016,Live by Night,65000000,10378555,21774432,-43225568,2.98515
10/27/2000,Lucky Numbers,65000000,10014234,10014234,-54985766,6.49076
9/23/2005,Oliver Twist,65000000,2070920,26670920,-38329080,2.43711
2/18/2015,Tian jiang xiong shi,65000000,74070,122519874,57519874,0.530526
10/26/2018,Air Strike,65000000,0,516279,-64483721,125.901
4/24/2020,Extraction,65000000,0,0,-65000000,N/A
7/14/2006,Little Man,64000000,58636047,101636047,37636047,0.629698
10/8/1999,Random Hearts,64000000,31054924,63200000,-800000,1.01266
12/27/2006,Perfume: The Story of a Murderer,63700000,2223293,133603463,69903463,0.476784
6/11/1993,Jurassic Park,63000000,402523348,1045573035,982573035,0.060254
7/25/2002,Austin Powers in Goldmember,63000000,213117789,296338663,233338663,0.212595
4/1/2011,Hop,63000000,108085305,188494082,125494082,0.334228
9/14/2017,American Assassin,63000000,36249674,68310140,5310140,0.922264
6/24/1994,Wyatt Earp,63000000,25052000,25052000,-37948000,2.51477
8/3/1994,Clear and Present Danger,62000000,122012656,207500000,145500000,0.298795
4/21/2000,U-571,62000000,77086030,127630030,65630030,0.485779
11/17/1995,The American President,62000000,60022813,107822813,45822813,0.575017
12/25/2015,The Hateful Eight,62000000,54117416,152366784,90366784,0.406913
6/20/2008,The Love Guru,62000000,32235793,40159017,-21840983,1.54386
2/23/2001,3000 Miles to Graceland,62000000,15738632,18708848,-43291152,3.31394
10/3/2014,Gone Girl,61000000,167767189,367160781,306160781,0.16614
5/26/2021,A Quiet Place: Part II,61000000,160215261,296667086,235667086,0.205618
3/30/2007,Blades of Glory,61000000,118594548,145594548,84594548,0.418972
9/9/2015,Maze Runner: The Scorch Trials,61000000,81697192,310566162,249566162,0.196415
8/2/2013,2 Guns,61000000,75612460,132493015,71493015,0.460402
1/17/2018,Maze Runner: The Death Cure,61000000,58032443,265878536,204878536,0.229428
1/9/2019,A Dog’s Way Home,61000000,41952715,81152505,20152505,0.751671
2/7/2016,Mei Ren Yu,60720000,3229457,525018479,464298479,0.115653
12/22/2004,Meet the Fockers,60000000,279167575,516567575,456567575,0.116151
2/6/2014,The Lego Movie,60000000,257784718,468084718,408084718,0.128182
3/9/2007,300,60000000,210614939,454161935,394161935,0.132111
3/2/2007,Wild Hogs,60000000,168213584,253555383,193555383,0.236635
12/25/2008,Marley & Me,60000000,143153751,247812011,187812011,0.242119
12/10/1999,The Green Mile,60000000,136801374,290701374,230701374,0.206397
6/5/1998,The Truman Show,60000000,125618201,264118201,204118201,0.227171
9/8/2016,Sully,60000000,125070033,238524556,178524556,0.251546
6/14/2002,The Bourne Identity,60000000,121468960,214357371,154357371,0.279906
10/8/2009,Couples Retreat,60000000,109205660,172450423,112450423,0.347926
11/17/1995,Goldeneye,60000000,106429941,356429941,296429941,0.168336
5/30/2003,The Italian Job,60000000,106126012,176262839,116262839,0.340401
5/9/2003,Daddy Day Care,60000000,104148781,164285587,104285587,0.365218
6/18/1999,The General\'s Daughter,60000000,102705852,149705852,89705852,0.400786
12/18/1998,The Prince of Egypt,60000000,101413188,218613188,158613188,0.274457
8/6/2004,Collateral,60000000,100170152,217602967,157602967,0.275732
7/4/2001,Cats & Dogs,60000000,93375151,200700000,140700000,0.298954
12/20/2002,Two Weeks Notice,60000000,93354918,199043309,139043309,0.301442
10/2/1998,Antz,60000000,90757863,152457863,92457863,0.393551
4/18/2002,The Scorpion King,60000000,90580000,165890634,105890634,0.361684
10/15/2010,Red,60000000,90380162,196439693,136439693,0.305437
3/5/2004,Starsky & Hutch,60000000,88200225,170200225,110200225,0.352526
6/27/1990,Days of Thunder,60000000,82670733,157670733,97670733,0.38054
12/21/2005,Cheaper by the Dozen 2,60000000,82571173,135015330,75015330,0.444394
8/13/2010,Eat Pray Love,60000000,80574010,206598789,146598789,0.290418
12/20/2012,Jack Reacher,60000000,80070736,217370736,157370736,0.276026
4/23/2004,Man on Fire,60000000,77906816,130968579,70968579,0.458125
12/22/2000,The Family Man,60000000,75764085,124715863,64715863,0.481094
9/9/2011,Contagion,60000000,75658097,137551594,77551594,0.4362
12/22/1999,Any Given Sunday,60000000,75530832,100230832,40230832,0.598618
5/15/1998,The Horse Whisperer,60000000,75383563,186883563,126883563,0.321056
2/6/2009,Coraline,60000000,75286229,126037057,66037057,0.47605
10/1/2004,Ladder 49,60000000,74541707,102332848,42332848,0.586322
7/28/1999,Deep Blue Sea,60000000,73648228,165048228,105048228,0.36353
10/28/2009,Michael Jackson's This Is It,60000000,72091016,252091016,192091016,0.238009
1/17/2003,Kangaroo Jack,60000000,66723216,90558582,30558582,0.662555
6/13/2008,The Happening,60000000,64506874,162778384,102778384,0.368599
3/2/2016,London Has Fallen,60000000,62524260,195194085,135194085,0.307386
4/7/2000,Rules of Engagement,60000000,61322858,71719931,11719931,0.836588
3/10/2006,The Shaggy Dog,60000000,61123569,87123569,27123569,0.688677
11/22/1996,Jingle All the Way,60000000,60592389,129832389,69832389,0.462134
4/2/2004,Hellboy,60000000,59623958,99823958,39823958,0.601058
10/20/2016,Jack Reacher: Never Go Back,60000000,58697076,159946489,99946489,0.375125
5/25/2017,Baywatch,60000000,58060186,175863783,115863783,0.341173
3/6/1998,U.S. Marshals,60000000,57833603,57833603,-2166397,1.03746
12/25/1998,A Civil Action,60000000,56709981,56709981,-3290019,1.05801
12/24/2015,Joy,60000000,56451232,101134059,41134059,0.593272
8/3/2012,ParaNorman,60000000,56003051,108119662,48119662,0.554941
11/14/1997,The Jackal,60000000,54956941,159356941,99356941,0.376513
12/25/2003,Paycheck,60000000,53789313,98819789,38819789,0.607166
3/1/1996,Up Close & Personal,60000000,51045801,100645801,40645801,0.59615
12/19/2008,The Tale of Despereaux,60000000,50877145,90482317,30482317,0.663113
9/19/2014,The Boxtrolls,60000000,50837305,111898741,51898741,0.536199
8/2/2017,The Dark Tower,60000000,50701325,113461527,53461527,0.528814
9/27/2002,The Tuxedo,60000000,50586000,104429625,44429625,0.57455
1/17/2014,Jack Ryan: Shadow Recruit,60000000,50577412,131377412,71377412,0.4567
7/14/1995,Under Siege 2: Dark Territory,60000000,50024083,104324083,44324083,0.575131
3/24/2005,Miss Congeniality 2: Armed and Fabulous,60000000,48478006,101292343,41292343,0.592345
12/21/2018,Vice,60000000,47836282,70893782,10893782,0.846337
11/26/1997,Alien: Resurrection,60000000,47795018,160700000,100700000,0.373367
3/23/2007,Shooter,60000000,47003582,95538560,35538560,0.628019
10/16/1998,Practical Magic,60000000,46850558,68336997,8336997,0.878002
1/9/2013,Gangster Squad,60000000,46000903,104100903,44100903,0.576364
3/24/2017,Smurfs: The Lost Village,60000000,45020282,197578586,137578586,0.303677
10/10/2018,First Man,60000000,44936545,105703325,45703325,0.567626
6/19/2009,Year One,60000000,43337279,57604723,-2395277,1.04158
1/29/2010,Edge of Darkness,60000000,43313890,82812456,22812456,0.724529
12/13/2002,Star Trek: Nemesis,60000000,43254409,67312826,7312826,0.891361
2/19/2002,Reign of Fire,60000000,43061982,82150183,22150183,0.73037
11/20/2009,Planet 51,60000000,42194060,108996113,48996113,0.550478
3/20/2009,Duplicity,60000000,40572825,81079566,21079566,0.740014
9/12/2008,Righteous Kill,60000000,40081410,78481410,18481410,0.764512
12/11/2009,Invictus,60000000,37491364,124514011,64514011,0.481873
4/17/2009,State of Play,60000000,37017955,88832210,28832210,0.675431
2/12/1999,My Favorite Martian,60000000,36850101,36850101,-23149899,1.62822
4/21/2006,The Sentinel,60000000,36280697,78080697,18080697,0.768436
9/21/2012,Trouble with the Curve,60000000,35763137,47818913,-12181087,1.25473
10/10/2003,Intolerable Cruelty,60000000,35327628,121327628,61327628,0.494529
1/10/1997,The Relic,60000000,33956608,33956608,-26043392,1.76696
4/3/1998,Mercury Rising,60000000,32983332,32983332,-27016668,1.8191
9/15/2000,Almost Famous,60000000,32522352,47371191,-12628809,1.26659
2/7/2019,Cold Pursuit,60000000,32138862,62599159,2599159,0.958479
12/6/2002,Analyze That,60000000,32122249,54994757,-5005243,1.09101
4/24/2009,The Soloist,60000000,31853584,38522450,-21477550,1.55753
8/21/2013,The Mortal Instruments: City of Bones,60000000,31165421,75965567,15965567,0.789832
11/3/2000,The Legend of Bagger Vance,60000000,30695227,39235486,-20764514,1.52923
2/22/2002,Dragonfly,60000000,30063805,30317425,-29682575,1.97906
5/13/2011,Priest,60000000,29136626,84154026,24154026,0.712978
6/16/2006,Garfield: A Tail of Two Kitties,60000000,28426747,147985373,87985373,0.405445
4/29/2005,XXX: State of the Union,60000000,26873932,71073932,11073932,0.844191
8/15/1997,Event Horizon,60000000,26673242,26673953,-33326047,2.24939
7/2/2003,Sinbad: Legend of the Seven Seas,60000000,26483452,80767884,20767884,0.74287
7/8/2005,Dark Water,60000000,25473093,49473093,-10526907,1.21278
8/14/1998,The Avengers,60000000,23385416,48585416,-11414584,1.23494
9/15/2006,The Black Dahlia,60000000,22672813,49238525,-10761475,1.21856
3/26/1999,EDtv,60000000,22508689,35319689,-24680311,1.69877
12/25/2008,The Spirit,60000000,19806188,39006188,-20993812,1.53822
10/19/2001,The Last Castle,60000000,18208078,20541668,-39458332,2.92089
1/23/2009,Inkheart,60000000,17303424,66655938,6655938,0.900145
2/18/2020,Monster Hunter,60000000,15104790,44400541,-15599459,1.35133
1/14/2000,Supernova,60000000,14218868,14816494,-45183506,4.04954
9/22/2006,Flyboys,60000000,13090630,14816379,-45183621,4.04957
2/14/2014,Winter’s Tale,60000000,12600231,29575033,-30424967,2.02874
10/9/1998,Holy Man,60000000,12069719,12069719,-47930281,4.97112
7/11/2008,Meet Dave,60000000,11803254,50648806,-9351194,1.18463
8/12/2005,The Great Raid,60000000,10166502,10597070,-49402930,5.66194
7/2/2016,Rock Dog,60000000,9420546,24148488,-35851512,2.48463
1/21/2015,Mortdecai,60000000,7696134,30396134,-29603866,1.97394
1/11/2008,In the Name of the King: A Dungeon Siege Tale,60000000,4775656,13233220,-46766780,4.53404
10/24/2003,Beyond Borders,60000000,4426297,11427090,-48572910,5.25068
2/4/2016,Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,60000000,709982,194058503,134058503,0.309185
8/30/2019,The Informer,60000000,300460,2369336,-57630664,25.3236
12/11/2015,The Ridiculous 6,60000000,0,0,-60000000,N/A
3/15/2018,Sherlock Gnomes,59000000,43242871,87527651,28527651,0.674073
1/18/2019,The Kid Who Would Be King,59000000,16790790,28296983,-30703017,2.08503
2/9/2016,Deadpool,58000000,363070709,784157111,726157111,0.0739648
12/25/2014,American Sniper,58000000,350126372,547326372,489326372,0.10597
10/14/2015,Goosebumps,58000000,80069458,158911568,100911568,0.364983
5/25/1988,Rambo III,58000000,53715611,188715611,130715611,0.307341
12/15/1995,Sabrina,58000000,53458319,87100000,29100000,0.665901
1/20/2012,Red Tails,58000000,49876377,50365498,-7634502,1.15158
9/16/2005,Just Like Heaven,58000000,48318130,100687083,42687083,0.576042
6/7/2013,The Internship,58000000,44672764,93672764,35672764,0.619177
4/28/2000,The Flintstones in Viva Rock Vegas,58000000,35231365,59431365,1431365,0.975916
4/4/2008,Leatherheads,58000000,31373938,41348628,-16651372,1.40271
3/22/2017,Life,58000000,30234022,101815660,43815660,0.569657
12/18/2009,Did You Hear About the Morgans?,58000000,29580087,80480566,22480566,0.720671
12/12/2008,Che Part 1: The Argentine,58000000,1802521,31627370,-26372630,1.83385
5/30/2008,Sex and the City,57500000,152647258,415247258,357747258,0.138472
9/10/2010,Resident Evil: Afterlife,57500000,60128566,295874190,238374190,0.194339
6/13/2012,That’s My Boy,57500000,36931089,58879681,1379681,0.976568
10/17/1997,Devil’s Advocate,57000000,61007424,153007424,96007424,0.372531
2/17/2012,Ghost Rider: Spirit of Vengeance,57000000,51774002,149217355,92217355,0.381993
5/31/1996,Dragonheart,57000000,51364680,104364680,47364680,0.546162
11/12/2004,After the Sunset,57000000,28328132,38329114,-18670886,1.48712
8/17/2001,Captain Corelli's Mandolin,57000000,25528495,62097495,5097495,0.917911
12/25/2014,Into the Woods,56200000,128002372,212550576,156350576,0.264408
4/11/2003,Anger Management,56000000,135560942,195484552,139484552,0.286468
3/4/2005,The Pacifier,56000000,113006880,198006880,142006880,0.282818
4/2/2004,Walking Tall,56000000,46213824,47856383,-8143617,1.17017
7/12/2015,Zhuo yao ji,56000000,32766,359295591,303295591,0.155861
10/2/2019,Joker,55000000,335451311,1072507517,1017507517,0.0512817
7/6/1994,Forrest Gump,55000000,330151138,679838260,624838260,0.0809016
12/14/2007,Alvin and the Chipmunks,55000000,217326974,362605033,307605033,0.15168
10/26/2018,Bohemian Rhapsody,55000000,216303339,887040610,832040610,0.0620039
2/11/2005,Hitch,55000000,177784257,366784257,311784257,0.149952
10/6/2000,Meet the Parents,55000000,166225040,330425040,275425040,0.166452
