Release Date,Movie Title,Production Budget,Domestic Gross,Worldwide Gross,Profit,Profit%
7/7/2016,Mike and Dave Need Wedding Dates,33000000,46009673,75898100,42898100,129.9942424
7/26/2012,Step Up Revolution,33000000,35074677,165552290,132552290,401.6736061
8/18/2006,Snakes on a Plane,33000000,34020814,62020814,29020814,87.94186061
4/16/2004,The Punisher,33000000,33664370,54533774,21533774,65.25386061
9/8/2000,The Watcher,33000000,28946615,47267829,14267829,43.23584545
11/22/2019,21 Bridges,33000000,28539757,42663460,9663460,29.28321212
7/16/2020,Unhinged,33000000,20831465,37321536,4321536,13.09556364
4/27/2012,Safe,33000000,17142080,41495213,8495213,25.7430697
3/14/2008,Doomsday,33000000,11008770,21621188,-11378812,-34.48124848
4/23/1999,Pushing Tin,33000000,8408835,8408835,-24591165,-74.51868182
5/12/2006,Goal! The Dream Begins,33000000,4283255,27610873,-5389127,-16.33068788
7/9/2015,The Young and Prodigious T.S. Spivet,33000000,176847,357687,-32642313,-98.9161
10/30/2015,Freaks of Nature,33000000,70958,70958,-32929042,-99.78497576
5/25/1983,Star Wars Ep. VI: Return of the Jedi,32500000,309205079,475106177,442606177,1361.86516
5/13/2011,Bridesmaids,32500000,169211718,289632023,257132023,791.1754554
12/10/2008,The Reader,32500000,34194407,112964875,80464875,247.5842308
4/25/2013,The Big Wedding,32500000,21819348,48425971,15925971,49.00298769
2/24/2012,Wanderlust,32500000,17288155,24159934,-8340066,-25.66174154
11/7/2003,Elf,32000000,175531840,222369732,190369732,594.9054125
7/5/1996,Phenomenon,32000000,104636382,152036382,120036382,375.1136938
6/12/2013,This is the End,32000000,101470202,126539117,94539117,295.4347406
1/18/2002,Snow Dogs,32000000,81150692,116898028,84898028,265.3063375
6/16/2006,Nacho Libre,32000000,80197993,99296462,67296462,210.3014438
11/23/1988,Scrooged,32000000,59450353,59450796,27450796,85.7837375
8/27/2010,Takers,32000000,57744720,70587268,38587268,120.5852125
4/1/2011,Source Code,32000000,54712227,140428499,108428499,338.8390594
9/10/1999,Stigmata,32000000,50041732,89441732,57441732,179.5054125
11/10/2000,Men of Honor,32000000,48814909,82339483,50339483,157.3108844
4/20/2018,I Feel Pretty,32000000,48795601,91444095,59444095,185.7627969
9/2/2005,The Transporter 2,32000000,43095856,88978458,56978458,178.0576813
2/18/2011,Big Mommas: Like Father Like Son,32000000,37915414,82332450,50332450,157.2889063
1/15/1993,Alive,32000000,36299670,36299670,4299670,13.43646875
2/23/2007,The Number 23,32000000,35193167,77593167,45593167,142.4786469
12/14/1979,1941,32000000,34175000,94875000,62875000,196.484375
10/21/2005,Dreamer: Inspired by a True Story,32000000,33022286,39498360,7498360,23.432375
12/13/2019,Bombshell,32000000,31762808,61404394,29404394,91.88873125
9/23/2005,A History of Violence,32000000,31493782,61477797,29477797,92.11811563
3/14/2013,The Incredible Burt Wonderstone,32000000,22537881,27392609,-4607391,-14.39809688
2/10/1995,The Quick and the Dead,32000000,18552460,18552460,-13447540,-42.0235625
4/30/2004,Laws of Attraction,32000000,17848322,29939591,-2060409,-6.438778125
9/27/2018,Bad Times at the El Royale,32000000,17839115,31178942,-821058,-2.56580625
9/3/2010,Going the Distance,32000000,17804299,43603990,11603990,36.26246875
10/22/1999,Bringing Out The Dead,32000000,16640210,16640210,-15359790,-47.99934375
3/19/2010,Repo Men,32000000,13942007,18195238,-13804762,-43.13988125
9/14/2007,Dragon Wars: D-War,32000000,10977721,79915361,47915361,149.7355031
9/6/1996,Bogus,32000000,4357406,4357406,-27642594,-86.38310625
3/26/1997,Cats Don't Dance,32000000,3588602,3588602,-28411398,-88.78561875
12/8/1999,Cradle Will Rock,32000000,2899970,2899970,-29100030,-90.93759375
12/15/2006,The Good German,32000000,1308696,6678033,-25321967,-79.13114688
,George and the Dragon,32000000,0,0,-32000000,-100
8/15/1979,Apocalypse Now,31500000,83471511,85908699,54408699,172.7260286
8/21/2015,Criminal,31500000,14708696,38771262,7271262,23.08337143
3/2/2018,La ch'tite famille,31400000,0,55613061,24213061,77.11165924
4/12/2013,42,31000000,95020213,97470701,66470701,214.4216161
11/2/2012,Flight,31000000,93772375,160558438,129558438,417.9304452
12/29/1995,Mr. Holland’s Opus,31000000,82582604,106282604,75282604,242.8471097
6/29/1979,Moonraker,31000000,70300000,210300000,179300000,578.3870968
3/5/2014,The Grand Budapest Hotel,31000000,59076019,163503514,132503514,427.4306903
7/29/2015,Vacation,31000000,58884188,102306500,71306500,230.0209677
7/18/1990,Arachnophobia,31000000,53208180,53208180,22208180,71.63929032
2/13/2019,Isn’t it Romantic,31000000,48791187,48791187,17791187,57.39092581
4/28/2000,Frequency,31000000,44983704,68079671,37079671,119.6118419
9/28/2001,Hearts in Atlantis,31000000,24185781,30885781,-114219,-0.3684483871
1/22/2010,Extraordinary Measures,31000000,12482741,15826984,-15173016,-48.9452129
8/25/2017,Birth of the Dragon,31000000,6901965,7220490,-23779510,-76.70809677
10/20/1995,Get Shorty,30250000,72021008,115021008,84771008,280.2347372
6/8/1984,Ghostbusters,30000000,242604185,295600371,265600371,885.33457
11/22/1995,Toy Story,30000000,192523233,365270951,335270951,1117.569837
8/15/2018,Crazy Rich Asians,30000000,174532921,238099711,208099711,693.6657033
12/27/2002,Chicago,30000000,170687518,306770545,276770545,922.5684833
6/25/1999,Big Daddy,30000000,163479795,228641283,198641283,662.13761
8/10/2001,American Pie 2,30000000,145096820,286500000,256500000,855
2/9/2012,The Vow,30000000,125014030,197618160,167618160,558.7272
6/10/1994,Speed,30000000,121248145,283200000,253200000,844
3/2/1990,The Hunt for Red October,30000000,120709866,200500000,170500000,568.3333333
8/16/2013,Lee Daniels' The Butler,30000000,116632095,177025498,147025498,490.0849933
9/29/2000,Remember the Titans,30000000,115719751,136771683,106771683,355.90561
8/14/2009,District 9,30000000,115646235,212453431,182453431,608.1781033
6/18/2004,Dodgeball: A True Underdog Story,30000000,114326736,167791704,137791704,459.30568
11/22/1991,The Addams Family,30000000,113502246,191502246,161502246,538.34082
11/10/1995,Ace Ventura: When Nature Calls,30000000,108360063,212400000,182400000,608
8/3/2001,The Princess Diaries,30000000,108244774,165334774,135334774,451.1159133
3/5/1999,Analyze This,30000000,106885658,176885658,146885658,489.61886
9/20/1996,The First Wives Club,30000000,105489203,181489203,151489203,504.96401
12/15/2004,Million Dollar Baby,30000000,100492203,231928227,201928227,673.09409
9/22/1995,Se7en,30000000,100125643,328125643,298125643,993.7521433
10/8/2003,Mystic River,30000000,90135191,156822020,126822020,422.7400667
12/18/2015,Sisters,30000000,87044645,106030660,76030660,253.4355333
11/10/1999,Pokemon: The First Movie,30000000,85744662,163644662,133644662,445.4822067
11/19/2004,SpongeBob SquarePants: The Movie,30000000,85416609,142051255,112051255,373.5041833
6/25/2004,The Notebook,30000000,81001787,115937163,85937163,286.45721
4/10/2009,Hannah Montana: The Movie,30000000,79576189,169173206,139173206,463.9106867
1/18/2008,27 Dresses,30000000,76808654,160247805,130247805,434.15935
11/17/2000,Rugrats in Paris,30000000,76501438,103284813,73284813,244.28271
8/18/2017,The Hitman’s Bodyguard,30000000,75468583,183415183,153415183,511.3839433
12/25/1991,The Prince of Tides,30000000,74787599,74787599,44787599,149.2919967
8/12/2005,Four Brothers,30000000,74494381,92494381,62494381,208.3146033
12/23/1994,Legends of the Fall,30000000,66502573,160502573,130502573,435.0085767
9/27/2012,Looper,30000000,66486205,170466405,140466405,468.22135
1/31/2013,Warm Bodies,30000000,66380662,114834312,84834312,282.78104
12/13/2002,About Schmidt,30000000,65005217,107054484,77054484,256.84828
1/17/2014,The Nut Job,30000000,64251538,122529966,92529966,308.43322
2/16/2001,Down to Earth,30000000,64172251,71172251,41172251,137.2408367
8/4/1995,Babe,30000000,63658910,246100000,216100000,720.3333333
8/8/2012,Hope Springs,30000000,63536011,133085295,103085295,343.61765
4/18/2008,Forgetting Sarah Marshall,30000000,63172463,105475310,75475310,251.5843667
10/8/2004,Friday Night Lights,30000000,61255921,61950770,31950770,106.5025667
11/17/1989,Harlem Nights,30000000,60857262,95857262,65857262,219.5242067
4/25/2008,Baby Mama,30000000,60494212,64170447,34170447,113.90149
5/29/1998,Hope Floats,30000000,60110313,81529000,51529000,171.7633333
1/9/2009,Bride Wars,30000000,58715510,115150424,85150424,283.8347467
8/20/2004,Without a Paddle,30000000,58156435,65121280,35121280,117.0709333
5/20/2011,Midnight in Paris,30000000,56816662,162275213,132275213,440.9173767
11/22/2017,Darkest Hour,30000000,56443120,150832086,120832086,402.77362
10/5/2005,Wallace & Gromit: The Curse of the Were-Rabbit,30000000,56068547,197593152,167593152,558.64384
12/21/2007,P.S. I Love You,30000000,53695808,155769678,125769678,419.23226
9/23/2005,Corpse Bride,30000000,53359111,114770654,84770654,282.5688467
5/10/2018,Life of the Party,30000000,53059911,65859911,35859911,119.5330367
5/14/2010,Letters to Juliet,30000000,53032453,82148538,52148538,173.82846
4/6/2001,Blow,30000000,52990775,83282296,53282296,177.6076533
2/12/1999,Message in a Bottle,30000000,52880016,52880016,22880016,76.26672
7/22/2015,Southpaw,30000000,52421953,94156456,64156456,213.8548533
6/9/1989,Star Trek V: The Final Frontier,30000000,52210049,70200000,40200000,134
7/27/2017,Atomic Blonde,30000000,51573925,98345423,68345423,227.8180767
7/3/2002,Like Mike,30000000,51432423,62432423,32432423,108.1080767
3/18/1994,Naked Gun 33 1/3: The Final Insult,30000000,51041856,51041856,21041856,70.13952
12/7/2007,Atonement,30000000,50980159,129779728,99779728,332.5990933
5/24/1985,A View to a Kill,30000000,50327960,152627960,122627960,408.7598667
2/5/1993,Sommersby,30000000,50081992,140081992,110081992,366.9399733
1/7/2005,Racing Stripes,30000000,49772522,89809433,59809433,199.3647767
9/17/2015,Sicario,30000000,46889293,84335703,54335703,181.11901
9/22/1989,Black Rain,30000000,45892212,133892212,103892212,346.3073733
6/26/1987,Full Metal Jacket,30000000,45015999,45015999,15015999,50.05333
1/19/2018,Den of Thieves,30000000,44947622,80147166,50147166,167.15722
4/13/2012,The Three Stooges,30000000,44338224,54052249,24052249,80.17416333
7/21/2000,Pokemon 2000,30000000,43746923,133946923,103946923,346.4897433
10/24/2014,John Wick,30000000,43037835,76010510,46010510,153.3683667
1/13/2006,Glory Road,30000000,42647449,42799060,12799060,42.66353333
4/16/2015,The Age of Adaline,30000000,42629776,68984536,38984536,129.9484533
8/6/2010,Step Up 3D,30000000,42400223,165889117,135889117,452.9637233
5/29/2009,Drag Me To Hell,30000000,42100625,91388487,61388487,204.62829
4/13/2012,The Cabin in the Woods,30000000,42073277,70689968,40689968,135.6332267
9/19/2003,Secondhand Lions,30000000,42070939,47902566,17902566,59.67522
11/10/2006,Stranger Than Fiction,30000000,40435190,53572822,23572822,78.57607333
4/8/2011,Hanna,30000000,40259119,65343694,35343694,117.8123133
8/16/2002,Blue Crush,30000000,40118420,51618420,21618420,72.0614
10/19/2007,30 Days of Night,30000000,39568996,80276156,50276156,167.5871867
12/19/1986,Little Shop of Horrors,30000000,38747385,38747385,8747385,29.15795
9/15/2006,Gridiron Gang,30000000,38432823,41457834,11457834,38.19278
7/20/1988,Midnight Run,30000000,38413606,81613606,51613606,172.0453533
1/25/2008,Meet the Spartans,30000000,38233676,84646831,54646831,182.1561033
11/13/1987,The Running Man,30000000,38122000,38122000,8122000,27.07333333
9/13/2013,The Family,30000000,36918811,80588942,50588942,168.6298067
2/9/2018,The 15:17 to Paris,30000000,36276286,56096200,26096200,86.98733333
11/21/1997,Mortal Kombat: Annihilation,30000000,35927406,51327406,21327406,71.09135333
7/1/2011,Larry Crowne,30000000,35608245,61449135,31449135,104.83045
10/18/2013,Carrie,30000000,35266619,82409520,52409520,174.6984
11/7/2019,Last Christmas,30000000,35150750,123432533,93432533,311.4417767
4/7/2006,Take the Lead,30000000,34742066,65390493,35390493,117.96831
3/2/2018,Death Wish,30000000,34017028,48575965,18575965,61.91988333
11/24/2010,Love and Other Drugs,30000000,32367005,102716321,72716321,242.3877367
6/3/2015,Entourage,30000000,32363404,46438538,16438538,54.79512667
6/1/2001,What's the Worst That Could Happen?,30000000,32267774,38462071,8462071,28.20690333
2/8/2013,Side Effects,30000000,32172757,66742138,36742138,122.4737933
9/9/2009,9,30000000,31749894,48559999,18559999,61.86666333
7/2/2014,Deliver Us from Evil,30000000,30577122,87956618,57956618,193.1887267
8/1/2014,Get on Up,30000000,30569935,33339868,3339868,11.13289333
12/22/2017,Molly’s Game,30000000,28780744,53296424,23296424,77.65474667
4/27/2012,The Five-Year Engagement,30000000,28700285,61623819,31623819,105.41273
4/2/2004,The Prince & Me,30000000,28165882,30089110,89110,0.2970333333
4/15/2011,Winnie the Pooh,30000000,26692846,50145607,20145607,67.15202333
5/15/1998,Bulworth,30000000,26528684,29203383,-796617,-2.65539
6/13/2003,Dumb and Dumberer: When Harry Met Lloyd,30000000,26214846,28986358,-1013642,-3.378806667
9/14/2018,White Boy Rick,30000000,24004833,25947983,-4052017,-13.50672333
8/4/1995,Virtuosity,30000000,23998226,23998226,-6001774,-20.00591333
9/18/1998,One True Thing,30000000,23337196,26708196,-3291804,-10.97268
2/4/2011,Sanctum,30000000,23209310,108957098,78957098,263.1903267
7/21/2006,My Super Ex-Girlfriend,30000000,22530295,60772856,30772856,102.5761867
12/16/2016,Ballerina,30000000,21858070,96890794,66890794,222.9693133
9/17/2004,Mr. 3000,30000000,21800302,21827296,-8172704,-27.24234667
6/14/2019,Shaft,30000000,21360215,21360215,-8639785,-28.79928333
11/19/2010,The Next Three Days,30000000,21148651,67255916,37255916,124.1863867
1/10/2018,Proud Mary,30000000,20868638,21709539,-8290461,-27.63487
1/11/2017,Sleepless,30000000,20783704,33296659,3296659,10.98886333
8/6/2004,Little Black Book,30000000,20422207,21758371,-8241629,-27.47209667
1/19/2005,Assault On Precinct 13,30000000,20040895,36040895,6040895,20.13631667
8/5/2016,Nine Lives,30000000,19700032,57814445,27814445,92.71481667
9/26/2013,Runner Runner,30000000,19316646,60512680,30512680,101.7089333
2/6/1998,The Replacement Killers,30000000,19035741,19035741,-10964259,-36.54753
4/28/2017,Baahubali 2: The Conclusion,30000000,18985794,263502914,233502914,778.3430467
3/3/2006,Ultraviolet,30000000,18522064,30962112,962112,3.20704
10/21/2005,North Country,30000000,18324242,23676771,-6323229,-21.07743
8/19/2011,Fright Night,30000000,18298649,40520649,10520649,35.06883
9/15/2017,mother!,30000000,17800004,42531076,12531076,41.77025333
10/9/2015,Steve Jobs,30000000,17766658,35579007,5579007,18.59669
3/7/2021,Spirit Untamed,30000000,17635215,42347383,12347383,41.15794333
7/17/2002,Eight Legged Freaks,30000000,17266505,36722311,6722311,22.40770333
7/19/1996,Fled,30000000,17192205,19892205,-10107795,-33.69265
6/4/2010,Splice,30000000,17010170,28542494,-1457506,-4.858353333
4/18/2008,88 Minutes,30000000,16930884,32955399,2955399,9.85133
4/9/2004,The Whole Ten Yards,30000000,16323969,26323969,-3676031,-12.25343667
8/1/1986,Howard the Duck,30000000,16295774,16295774,-13704226,-45.68075333
10/24/2008,Pride and Glory,30000000,15740721,32262866,2262866,7.542886667
1/28/2021,The Little Things,30000000,15245157,29637633,-362367,-1.20789
8/26/2005,The Cave,30000000,15007991,27147991,-2852009,-9.506696667
4/30/2004,Godsend,30000000,14334645,16873925,-13126075,-43.75358333
6/20/2003,Alex & Emma,30000000,14208384,15358583,-14641417,-48.80472333
9/3/2004,Wicker Park,30000000,13001257,21577076,-8422924,-28.07641333
12/25/2005,The New World,30000000,12712093,26184400,-3815600,-12.71866667
6/29/2007,Evening,30000000,12406646,12885574,-17114426,-57.04808667
1/17/2013,The Last Stand,30000000,12050299,48330757,18330757,61.10252333
1/15/1999,In Dreams,30000000,12017369,12017369,-17982631,-59.94210333
3/12/1999,Wing Commander,30000000,11578022,11578022,-18421978,-61.40659333
5/20/2016,Café Society,30000000,11103205,44348292,14348292,47.82764
1/12/2001,Antitrust,30000000,10965209,17865209,-12134791,-40.44930333
3/7/2013,Dead Man Down,30000000,10895295,19599974,-10400026,-34.66675333
4/29/2011,Hoodwinked Too: Hood vs. Evil,30000000,10143779,23353111,-6646889,-22.15629667
4/10/2009,Dragonball Evolution,30000000,9362785,56511457,26511457,88.37152333
9/24/2004,First Daughter,30000000,9055010,10419084,-19580916,-65.26972
3/15/2017,The Lost City of Z,30000000,8574339,17121823,-12878177,-42.92725667
9/9/2005,An Unfinished Life,30000000,8535575,18535575,-11464425,-38.21475
1/4/2017,The Space Between Us,30000000,7885294,16481405,-13518595,-45.06198333
6/19/2019,Anna,30000000,7743794,32825218,2825218,9.417393333
12/25/2009,The Imaginarium of Doctor Parnassus,30000000,7689607,64352607,34352607,114.50869
1/14/2011,Barney's Version,30000000,7502560,8845575,-21154425,-70.51475
9/20/2002,Trapped,30000000,6916869,7005468,-22994532,-76.64844
7/17/2019,The Current War: Director’s Cut,30000000,5978673,12868552,-17131448,-57.10482667
8/29/2018,Kin,30000000,5718096,10383524,-19616476,-65.38825333
6/1/1984,Once Upon a Time in America,30000000,5321508,5576072,-24423928,-81.41309333
9/13/2018,Johnny English Strikes Again,30000000,4412170,159378778,129378778,431.2625933
9/22/2017,Stronger,30000000,4211129,8786287,-21213713,-70.71237667
1/22/1999,Gloria,30000000,4167493,4967493,-25032507,-83.44169
10/25/2018,Replicas,30000000,4046429,9037427,-20962573,-69.87524333
9/21/2007,The Assassination of Jesse James by the Coward …,30000000,3909149,15313631,-14686369,-48.95456333
12/29/2004,The Merchant of Venice,30000000,3765585,18765585,-11234415,-37.44805
4/2/2003,The Good Thief,30000000,3517797,6460758,-23539242,-78.46414
8/17/2005,Supercross,30000000,3102550,3252550,-26747450,-89.15816667
12/29/2006,Miss Potter,30000000,3005605,35891257,5891257,19.63752333
8/7/2020,The Tax Collector,30000000,1044212,1309971,-28690029,-95.63343
5/5/2006,Wu ji,30000000,669625,35869934,5869934,19.56644667
9/23/2011,Machine Gun Preacher,30000000,538690,3721988,-26278012,-87.59337333
5/26/2017,Bilal: A New Breed of Hero,30000000,490973,648599,-29351401,-97.83800333
6/15/2007,DOA: Dead or Alive,30000000,480314,7755686,-22244314,-74.14771333
2/19/2010,Le Petit Nicolas,30000000,201857,52339566,22339566,74.46522
10/7/2011,Xinhai geming,30000000,135739,8593154,-21406846,-71.35615333
2/21/2008,Genghis Khan: To the Ends of the Earth and Sea,30000000,3892,4874498,-25125502,-83.75167333
1/16/2015,Wild Card,30000000,3200,4315789,-25684211,-85.61403667
7/3/2014,United Passions,30000000,918,168832,-29831168,-99.43722667
,Konferenz der Tiere,30000000,0,53048539,23048539,76.82846333
5/15/2014,Grace of Monaco,30000000,0,25199891,-4800109,-16.00036333
6/16/2017,Overdrive,30000000,0,11247280,-18752720,-62.50906667
11/13/2015,Savva. Serdtse voyna,30000000,0,5015080,-24984920,-83.28306667
4/13/2007,Goodbye Bafana,30000000,0,2717302,-27282698,-90.94232667
4/17/2003,Ripley's Game,30000000,0,1692644,-28307356,-94.35785333
11/28/2013,Space Pirate Captain Harlock,30000000,0,310985,-29689015,-98.96338333
8/26/2016,Collide,29200000,2280004,5466698,-23733302,-81.27843151
5/7/2015,Pitch Perfect 2,29000000,184296230,287215196,258215196,890.3972276
11/18/2005,Walk the Line,29000000,119519402,187707495,158707495,547.2672241
9/26/2018,Night School,29000000,77339130,103113446,74113446,255.5636069
4/7/2016,The Boss,29000000,63077560,78652207,49652207,171.2145069
12/27/1995,12 Monkeys,29000000,57141459,168841459,139841459,482.2119276
9/12/2003,Once Upon a Time in Mexico,29000000,56330657,97413527,68413527,235.9087138
12/19/1990,Awakenings,29000000,51636504,51636504,22636504,78.05691034
4/14/2000,Keeping the Faith,29000000,37036404,45336404,16336404,56.33242759
8/18/2017,Logan Lucky,29000000,27778642,49046121,20046121,69.12455517
4/29/2016,Florence Foster Jenkins,29000000,27383770,56000339,27000339,93.10461724
2/13/1998,The Borrowers,29000000,22619589,54045832,25045832,86.36493793
1/10/2020,Like a Boss,29000000,22169514,26567902,-2432098,-8.386544828
12/5/2008,Frost/Nixon,29000000,18622031,28452945,-547055,-1.886396552
11/12/2004,Seed of Chucky,29000000,17016190,24716190,-4283810,-14.77175862
8/23/2002,Serving Sara,29000000,16930185,20146150,-8853850,-30.53051724
12/31/2002,Confessions of a Dangerous Mind,29000000,16007718,33013805,4013805,13.8407069
8/26/2009,Taking Woodstock,29000000,7460204,10066366,-18933634,-65.2883931
11/6/1987,Cry Freedom,29000000,5899797,25899797,-3100203,-10.69035517
4/8/2021,Voyagers,29000000,3149935,4131130,-24868870,-85.75472414
9/24/1999,Mumford,28700000,4559569,4559569,-24140431,-84.113
3/4/2005,The Jacket,28500000,6301131,15452978,-13047022,-45.77902456
11/11/1992,Aladdin,28000000,217350219,504050219,476050219,1700.179354
5/23/1984,Indiana Jones and the Temple of Doom,28000000,179880271,333080271,305080271,1089.572396
8/14/2015,Straight Outta Compton,28000000,161197785,202182981,174182981,622.082075
7/20/2017,Girls Trip,28000000,115108515,140886353,112886353,403.1655464
11/20/1998,The Rugrats Movie,28000000,100494685,140894685,112894685,403.1953036
7/15/1988,Die Hard,28000000,81675242,139434346,111434346,397.9798071
12/18/1985,Out of Africa,28000000,79096868,258210860,230210860,822.1816429
4/6/2001,Along Came a Spider,28000000,74058698,105159085,77159085,275.5681607
11/1/2017,A Bad Moms Christmas,28000000,72110659,127710550,99710550,356.1091071
2/13/2013,Safe Haven,28000000,71399120,94050951,66050951,235.8962536
12/11/2015,The Big Short,28000000,70259870,133162752,105162752,375.5812571
8/8/2019,Scary Stories to Tell in the Dark,28000000,68947075,95607360,67607360,241.4548571
11/7/2008,Role Models,28000000,67300955,94500826,66500826,237.50295
10/10/2014,Alexander and the Terrible Horrible No Good …,28000000,66954149,101379287,73379287,262.0688821
2/6/2004,Miracle,28000000,64378093,64474705,36474705,130.2668036
1/28/2013,Last Vegas,28000000,63914167,112914167,84914167,303.2648821
1/26/2001,The Wedding Planner,28000000,60400856,94728529,66728529,238.316175
3/19/2004,Dawn of the Dead,28000000,58990765,103452875,75452875,269.4745536
6/26/1981,For Your Eyes Only,28000000,54800000,195300000,167300000,597.5
6/15/2018,Tag,28000000,54730625,77024944,49024944,175.0890857
12/14/2001,The Royal Tenenbaums,28000000,52353636,71430876,43430876,155.1102714
4/25/2003,Identity,28000000,52131264,82119036,54119036,193.2822714
10/5/2001,Serendipity,28000000,50255310,77477297,49477297,176.7046321
4/16/2010,Kick-Ass,28000000,48071303,97531134,69531134,248.3254786
9/28/2001,Zoolander,28000000,45172250,60780981,32780981,117.0749321
9/16/1994,Timecop,28000000,44853581,102053581,74053581,264.477075
7/16/1993,Hocus Pocus,28000000,44101060,45147989,17147989,61.24281786
7/27/2007,No Reservations,28000000,43107979,91943956,63943956,228.3712714
11/11/2005,Pride & Prejudice,28000000,38372662,126549607,98549607,351.9628821
8/12/2011,30 Minutes or Less,28000000,37053924,41146935,13146935,46.95333929
12/22/2000,Dracula 2000,28000000,33000377,33000377,5000377,17.85848929
6/25/1982,Blade Runner,28000000,32656328,39536029,11536029,41.20010357
4/7/1995,Rob Roy,28000000,31390587,31390587,3390587,12.10923929
2/21/2014,3 Days to Kill,28000000,30697999,38959900,10959900,39.1425
8/16/2013,Kick-Ass 2,28000000,28795985,63129909,35129909,125.4639607
10/12/2007,We Own the Night,28000000,28563179,55307857,27307857,97.52806071
9/19/2014,A Walk Among the Tombstones,28000000,26017685,62108587,34108587,121.8163821
1/15/2010,The Spy Next Door,28000000,24307106,46752858,18752858,66.97449286
4/23/2014,Brick Mansions,28000000,20396829,73421224,45421224,162.2186571
5/12/2006,Just My Luck,28000000,17326650,38159905,10159905,36.285375
10/13/2000,Lost Souls,28000000,16779636,31320293,3320293,11.85818929
8/19/2015,American Ultra,28000000,14439985,30295028,2295028,8.196528571
4/18/2003,Winged Migration,28000000,11689053,39134983,11134983,39.76779643
2/4/2016,Pride and Prejudice and Zombies,28000000,10907291,16638300,-11361700,-40.5775
10/1/1999,Mystery Alaska,28000000,8891623,8891623,-19108377,-68.24420357
8/24/2001,John Carpenter’s Ghosts of Mars,28000000,8434601,8434601,-19565399,-69.876425
7/11/1997,A Simple Wish,28000000,8165213,8165213,-19834787,-70.838525
10/30/2015,Our Brand is Crisis,28000000,7002261,8594558,-19405442,-69.30515
12/25/1997,Kundun,28000000,5686694,5686694,-22313306,-79.69037857
10/3/2008,How to Lose Friends & Alienate People,28000000,2775593,12031443,-15968557,-57.03056071
,Alatriste,28000000,0,22860477,-5139523,-18.35543929
6/1/2007,Knocked Up,27500000,148761765,219265952,191765952,697.3307345
6/10/1983,Octopussy,27500000,67900000,187500000,160000000,581.8181818
6/26/2009,My Sister’s Keeper,27500000,49200230,96673002,69173002,251.5381891
2/8/2008,Welcome Home Roscoe Jenkins,27500000,42436517,43607627,16107627,58.57318909
1/13/2012,Joyful Noise,27500000,30932113,31157914,3657914,13.30150545
12/14/1984,A Passage to India,27500000,27187653,27187896,-312104,-1.134923636
12/25/2006,Notes on a Scandal,27500000,17510118,50578411,23078411,83.92149455
10/19/2007,Rendition,27500000,9736045,26939925,-560075,-2.036636364
10/28/2011,Anonymous,27500000,4463292,15815509,-11684491,-42.48905818
3/18/2011,Limitless,27000000,79249455,155564919,128564919,476.1663667
12/6/1991,Star Trek VI: The Undiscovered Country,27000000,74888996,96900000,69900000,258.8888889
6/26/2019,Annabelle Comes Home,27000000,74152591,231252591,204252591,756.4910778
6/7/2002,The Divine Secrets of the Ya-Ya Sisterhood,27000000,69586544,73826768,46826768,173.4324741
10/3/1997,Kiss the Girls,27000000,60527873,60527873,33527873,124.1773074
6/20/1980,The Blues Brothers,27000000,57229890,57245093,30245093,112.018863
12/25/1994,The Jungle Book,27000000,44342956,44342956,17342956,64.23317037
8/6/2008,The Sisterhood of the Traveling Pants 2,27000000,44089964,44270131,17270131,63.96344815
5/12/2016,Money Monster,27000000,41012075,93466095,66466095,246.1707222
5/17/2002,About a Boy,27000000,40803000,130759651,103759651,384.2950037
8/19/2011,Spy Kids: All the Time in the World,27000000,38536376,80681183,53681183,198.8191963
7/16/1999,Lake Placid,27000000,31770413,31770413,4770413,17.6681963
4/7/2006,Lucky Number Slevin,27000000,22495466,55495466,28495466,105.538763
10/21/1983,The Right Stuff,27000000,21500000,21500213,-5499787,-20.36958148
7/20/1984,Die Unendliche Geschichte,27000000,21300000,21427947,-5572053,-20.63723333
2/27/1998,Dark City,27000000,14435076,27257061,257061,0.9520777778
9/19/2008,The Duchess,27000000,13848978,45160110,18160110,67.25966667
10/1/2010,Case 39,27000000,13261851,28773827,1773827,6.56972963
6/10/2005,The Honeymooners,27000000,12834849,13174426,-13825574,-51.20582963
6/21/1985,Return to Oz,27000000,10618813,10618813,-16381187,-60.67106296
3/27/1998,The Newton Boys,27000000,10341093,10341093,-16658907,-61.69965556
8/27/2004,Suspect Zero,27000000,8712564,8723600,-18276400,-67.69037037
11/2/2007,Martian Child,27000000,7500310,9352089,-17647911,-65.36263333
10/18/2002,Formula 51,27000000,5204007,5204007,-21795993,-80.7259
11/24/1999,Flawless,27000000,4485485,4485485,-22514515,-83.38709259
5/13/2005,Mindhunters,27000000,4476235,16566235,-10433765,-38.64357407
10/17/2008,What Just Happened,27000000,1090947,2412123,-24587877,-91.06621111
12/12/2003,The Statement,27000000,765637,1545064,-25454936,-94.27754074
10/4/2019,Lucy in the Sky,27000000,319976,325943,-26674057,-98.7928037
6/10/2021,The Magic Flute,27000000,0,0,-27000000,-100
11/23/2016,Rules Don’t Apply,26700000,3652206,3871448,-22828552,-85.50019476
1/16/2009,Paul Blart: Mall Cop,26000000,146336178,185904750,159904750,615.0182692
8/6/2003,Freaky Friday,26000000,110222438,160822438,134822438,518.5478385
