Release Date,Movie Title,Production Budget,Domestic Gross,Worldwide Gross,Profit,Profit%
12/21/2001,The Majestic,72000000,27796042,37306334,-34693666,-48.18564722
6/25/2004,Two Brothers,72000000,19176754,62176754,-9823246,-13.64339722
7/30/2004,The Village,71682975,114197520,257641634,185958659,259.4181659
6/26/1998,Doctor Dolittle,71500000,144156605,294156605,222656605,311.4078392
8/2/2002,Signs,70702619,227969295,408250578,337547959,477.4193146
5/19/2004,Shrek 2,70000000,441226247,935253978,865253978,1236.077111
5/1/2006,Cars,70000000,244082982,461630558,391630558,559.4722257
12/23/2009,Alvin and the Chipmunks: The Squeakquel,70000000,219614612,443483213,373483213,533.5474471
9/4/2019,It: Chapter Two,70000000,211593228,469566806,399566806,570.8097229
6/22/1988,Who Framed Roger Rabbit?,70000000,154112492,351500000,281500000,402.1428571
7/30/1999,Runaway Bride,70000000,152257509,310138178,240138178,343.05454
8/9/2002,xXx,70000000,141930000,267200000,197200000,281.7142857
6/8/2018,Ocean’s 8,70000000,140218711,297718711,227718711,325.3124443
11/8/1996,Ransom,70000000,136492681,308700000,238700000,341
8/21/2009,Inglourious Basterds,70000000,120774594,316915264,246915264,352.7360914
12/11/1991,Hook,70000000,119654823,300854823,230854823,329.7926043
7/3/1990,Die Hard 2,70000000,117323878,239813888,169813888,242.5912686
8/8/2003,S.W.A.T.,70000000,116877597,207154748,137154748,195.9353543
11/10/2017,Daddy’s Home 2,70000000,104029443,175807183,105807183,151.1531186
11/19/1999,Sleepy Hollow,70000000,101068340,207068340,137068340,195.8119143
12/14/2001,Vanilla Sky,70000000,100614858,202726605,132726605,189.6094357
6/13/1997,Hercules,70000000,99112101,250700000,180700000,258.1428571
3/20/2013,Olympus Has Fallen,70000000,98927592,172878928,102878928,146.9698971
3/11/2011,Battle: Los Angeles,70000000,83552429,213463976,143463976,204.9485371
8/13/2004,AVP: Alien Vs. Predator,70000000,80281096,172543519,102543519,146.4907414
12/25/2011,War Horse,70000000,79883359,156815529,86815529,124.0221843
3/1/2002,We Were Soldiers,70000000,78120196,114658262,44658262,63.79751714
2/7/2014,The Monuments Men,70000000,78031620,158702748,88702748,126.7182114
9/22/2016,Storks,70000000,72679278,183353431,113353431,161.9334729
12/11/1998,Star Trek: Insurrection,70000000,70187658,117800000,47800000,68.28571429
12/10/2003,Big Fish,70000000,66432867,123954323,53954323,77.07760429
6/17/1994,Wolf,70000000,65011757,131011757,61011757,87.15965286
1/20/2012,Underworld: Awakening,70000000,62321039,160379930,90379930,129.1141857
9/15/2017,The Lego Ninjago Movie,70000000,59281555,122737201,52737201,75.33885857
10/1/2014,Dracula Untold,70000000,55991880,220241723,150241723,214.6310329
9/29/2006,The Guardian,70000000,55011732,94973540,24973540,35.67648571
8/9/1989,The Abyss,70000000,54243125,54243441,-15756559,-22.50937
9/24/2010,Wall Street 2: Money Never Sleeps,70000000,52474616,137431619,67431619,96.33088429
1/14/2011,The Dilemma,70000000,48475290,70546865,546865,0.7812357143
12/25/2005,Rumor Has It,70000000,42996140,88933562,18933562,27.04794571
11/6/1998,The Siege,70000000,40934175,116625798,46625798,66.60828286
8/10/2007,Stardust,70000000,38634938,137022245,67022245,95.74606429
6/13/2012,Rock of Ages,70000000,38518613,61031932,-8968068,-12.81152571
6/11/2021,The Hitman’s Wife’s Bodyguard,70000000,38014727,67394555,-2605445,-3.722064286
10/8/1997,Seven Years in Tibet,70000000,37945884,131445884,61445884,87.77983429
9/17/2004,Sky Captain and the World of Tomorrow,70000000,37760080,49730854,-20269146,-28.95592286
9/14/2007,The Brave One,70000000,36793804,69792704,-207296,-0.2961371429
11/1/2002,I Spy,70000000,33561137,60279822,-9720178,-13.88596857
6/7/2002,Bad Company,70000000,30157016,69157016,-842984,-1.204262857
10/21/2005,Doom,70000000,28212337,58757178,-11242822,-16.06117429
1/27/2016,The Finest Hours,70000000,27569558,49252761,-20747239,-29.63891286
10/10/2013,Escape Plan,70000000,25135965,103735965,33735965,48.19423571
9/23/2011,Killer Elite,70000000,25124986,65409046,-4590954,-6.558505714
1/16/1998,Hard Rain,70000000,19870567,19870567,-50129433,-71.61347571
2/15/2002,Hart's War,70000000,19076815,33076815,-36923185,-52.74740714
2/8/2002,Rollerball,70000000,18990542,25852508,-44147492,-63.06784571
1/10/2014,The Legend of Hercules,70000000,18848538,58953319,-11046681,-15.78097286
4/27/2007,Next,70000000,18211013,73591500,3591500,5.130714286
9/20/2002,Ballistic: Ecks vs. Sever,70000000,14294842,14294842,-55705158,-79.57879714
8/10/2001,Osmosis Jones,70000000,13596911,13596911,-56403089,-80.57584143
5/9/2014,Legends of Oz: Dorothy’s Return,70000000,8462347,20107933,-49892067,-71.27438143
1/16/2015,Blackhat,70000000,8005980,19665004,-50334996,-71.90713714
3/31/2006,Basic Instinct 2,70000000,5946136,35417162,-34582838,-49.40405429
5/28/2010,Agora,70000000,619423,38992292,-31007708,-44.29672571
,b,70000000,0,0,-70000000,-100
7/9/2010,Despicable Me,69000000,251513985,543464573,474464573,687.6298159
7/30/2010,Dinner for Schmucks,69000000,73026337,86796502,17796502,25.79203188
2/28/2018,Red Sparrow,69000000,46874505,145951861,76951861,111.5244362
6/30/2010,The Twilight Saga: Eclipse,68000000,300531751,706102828,638102828,938.3865118
5/31/2002,The Sum of All Fears,68000000,118471320,193500000,125500000,184.5588235
6/25/2015,Ted 2,68000000,81476385,217214143,149214143,219.4325632
7/13/2001,The Score,68000000,71069884,113542091,45542091,66.97366324
2/25/2011,Hall Pass,68000000,45060734,87173475,19173475,28.19628676
11/22/1995,Money Train,68000000,35324232,77224232,9224232,13.56504706
3/21/2003,Dreamcatcher,68000000,33685268,75685268,7685268,11.30186471
8/6/1999,Mystery Men,68000000,29762011,33462011,-34537989,-50.79116029
11/5/1999,The Insider,68000000,28965197,60265197,-7734803,-11.37471029
12/22/2017,Downsizing,68000000,24449754,54462971,-13537029,-19.90739559
8/18/2021,Reminiscence,67972729,3900193,15451008,-52521721,-77.2688132
3/1/2012,Dr. Seuss’ The Lorax,67500000,214030500,350976753,283476753,419.96556
10/10/2008,Body of Lies,67500000,39394666,118556530,51056530,75.6393037
6/20/2012,Abraham Lincoln: Vampire Hunter,67500000,37519139,137489730,69989730,103.6884889
8/26/2020,The New Mutants,67000000,23855569,44612280,-22387720,-33.41450746
9/20/1996,Last Man Standing,67000000,18115927,18149997,-48850003,-72.91045224
8/17/2007,The Last Legion,67000000,5932060,25357771,-41642229,-62.1525806
4/30/1999,Entrapment,66000000,87707396,211700000,145700000,220.7575758
6/19/1998,The X Files: Fight the Future,66000000,83898313,189176423,123176423,186.6309439
3/13/2014,Need for Speed,66000000,43568507,194169619,128169619,194.1963924
7/24/1998,Saving Private Ryan,65000000,216335085,485035085,420035085,646.2078231
12/15/2000,What Women Want,65000000,182805123,374105123,309105123,475.5463431
11/9/2012,Lincoln,65000000,182207973,273346281,208346281,320.53274
3/15/2002,Ice Age,65000000,176387405,386116343,321116343,494.0251431
6/30/1995,Apollo 13,65000000,173772767,335802271,270802271,416.6188785
3/31/1999,The Matrix,65000000,173396389,465377200,400377200,615.9649231
6/22/2018,Hotel Transylvania 3: Summer Vacation,65000000,167500092,527848903,462848903,712.0752354
12/19/2012,Les Misérables,65000000,148809770,438420442,373420442,574.4929877
11/1/2002,The Santa Clause 2,65000000,139225854,172825854,107825854,165.8859292
6/1/1990,Total Recall,65000000,119394839,261399830,196399830,302.1535846
12/18/1998,You’ve Got Mail,65000000,115821495,250800000,185800000,285.8461538
12/25/2014,Unbroken,65000000,115637895,163527824,98527824,151.5812677
5/21/2015,Spy!,65000000,110825712,232585748,167585748,257.8242277
11/5/2010,Due Date,65000000,100539043,211739043,146739043,225.7523738
7/25/2008,Step Brothers,65000000,100468793,128107642,63107642,97.08868
12/15/1995,Jumanji,65000000,100458310,262758310,197758310,304.2435538
7/17/1998,The Mask of Zorro,65000000,93828745,233700000,168700000,259.5384615
8/4/2000,Space Cowboys,65000000,90454043,128874043,63874043,98.26775846
12/18/2014,Annie,65000000,85911262,139829625,74829625,115.1225
5/28/1993,Cliffhanger,65000000,84049211,255000000,190000000,292.3076923
8/10/2016,Pete’s Dragon,65000000,76233151,137768975,72768975,111.9522692
2/9/1996,Broken Arrow,65000000,70645997,148345997,83345997,128.2246108
8/9/2006,World Trade Center,65000000,70278893,163295654,98295654,151.2240831
7/7/2000,The Kid,65000000,69688384,69688384,4688384,7.212898462
12/19/2003,Mona Lisa Smile,65000000,63803100,141205169,76205169,117.2387215
5/16/2012,The Dictator,65000000,59650222,180148897,115148897,177.1521492
11/25/2020,The Croods: A New Age,65000000,58568815,214952707,149952707,230.6964723
7/16/1999,Eyes Wide Shut,65000000,55691208,104264617,39264617,60.40710308
2/16/2012,This Means War,65000000,54760791,156974557,91974557,141.4993185
2/26/2015,Focus,65000000,53862963,168065700,103065700,158.5626154
12/8/2004,Blade: Trinity,65000000,52397389,131353165,66353165,102.0817923
11/21/2012,Red Dawn,65000000,44806783,48164150,-16835850,-25.90130769
12/22/2006,We Are Marshall,65000000,43545364,43545364,-21454636,-33.00713231
8/17/2015,Everest,65000000,43482270,221297061,156297061,240.4570169
9/12/2012,Resident Evil: Retribution,65000000,42345531,240647629,175647629,270.2271215
8/2/2019,The Angry Birds Movie 2,65000000,41657076,152018812,87018812,133.8750954
3/20/1998,Primary Colors,65000000,39017984,39017984,-25982016,-39.97233231
10/15/1999,Fight Club,65000000,37030102,100820947,35820947,55.10914923
8/22/2008,Death Race,65000000,36316032,72516819,7516819,11.56433692
10/11/1996,The Long Kiss Goodnight,65000000,33447612,33447612,-31552388,-48.54213538
12/8/2000,Proof of Life,65000000,32598931,62761005,-2238995,-3.444607692
11/11/2005,Zathura,65000000,28045540,58545540,-6454460,-9.929938462
11/26/2003,The Missing,65000000,26900336,38253433,-26746567,-41.14856462
1/14/2005,Elektra,65000000,24409722,56824633,-8175367,-12.57748769
10/23/2009,Astro Boy,65000000,19551067,41636243,-23363757,-35.94424154
1/24/2014,I Frankenstein,65000000,19075290,74575290,9575290,14.73121538
11/29/2019,Underwater,65000000,17291078,39194264,-25805736,-39.70113231
5/24/1991,Hudson Hawk,65000000,17218916,17218916,-47781084,-73.50936
8/22/2014,Sin City: A Dame to Kill For,65000000,13757804,40650842,-24349158,-37.46024308
12/25/2016,Live by Night,65000000,10378555,21774432,-43225568,-66.50087385
10/27/2000,Lucky Numbers,65000000,10014234,10014234,-54985766,-84.59348615
9/23/2005,Oliver Twist,65000000,2070920,26670920,-38329080,-58.96781538
2/18/2015,Tian jiang xiong shi,65000000,74070,122519874,57519874,88.49211385
10/26/2018,Air Strike,65000000,0,516279,-64483721,-99.20572462
4/24/2020,Extraction,65000000,0,0,-65000000,-100
7/14/2006,Little Man,64000000,58636047,101636047,37636047,58.80632344
10/8/1999,Random Hearts,64000000,31054924,63200000,-800000,-1.25
12/27/2006,Perfume: The Story of a Murderer,63700000,2223293,133603463,69903463,109.7385604
6/11/1993,Jurassic Park,63000000,402523348,1045573035,982573035,1559.639738
7/25/2002,Austin Powers in Goldmember,63000000,213117789,296338663,233338663,370.3788302
4/1/2011,Hop,63000000,108085305,188494082,125494082,199.1969556
9/14/2017,American Assassin,63000000,36249674,68310140,5310140,8.428793651
6/24/1994,Wyatt Earp,63000000,25052000,25052000,-37948000,-60.23492063
8/3/1994,Clear and Present Danger,62000000,122012656,207500000,145500000,234.6774194
4/21/2000,U-571,62000000,77086030,127630030,65630030,105.8548871
11/17/1995,The American President,62000000,60022813,107822813,45822813,73.9077629
12/25/2015,The Hateful Eight,62000000,54117416,152366784,90366784,145.7528774
6/20/2008,The Love Guru,62000000,32235793,40159017,-21840983,-35.22739194
2/23/2001,3000 Miles to Graceland,62000000,15738632,18708848,-43291152,-69.82443871
10/3/2014,Gone Girl,61000000,167767189,367160781,306160781,501.9029197
5/26/2021,A Quiet Place: Part II,61000000,160215261,296667086,235667086,386.3394852
3/30/2007,Blades of Glory,61000000,118594548,145594548,84594548,138.6795869
9/9/2015,Maze Runner: The Scorch Trials,61000000,81697192,310566162,249566162,409.1248557
8/2/2013,2 Guns,61000000,75612460,132493015,71493015,117.2016639
1/17/2018,Maze Runner: The Death Cure,61000000,58032443,265878536,204878536,335.8664525
1/9/2019,A Dog’s Way Home,61000000,41952715,81152505,20152505,33.03689344
2/7/2016,Mei Ren Yu,60720000,3229457,525018479,464298479,764.6549391
12/22/2004,Meet the Fockers,60000000,279167575,516567575,456567575,760.9459583
2/6/2014,The Lego Movie,60000000,257784718,468084718,408084718,680.1411967
3/9/2007,300,60000000,210614939,454161935,394161935,656.9365583
3/2/2007,Wild Hogs,60000000,168213584,253555383,193555383,322.592305
12/25/2008,Marley & Me,60000000,143153751,247812011,187812011,313.0200183
12/10/1999,The Green Mile,60000000,136801374,290701374,230701374,384.50229
6/5/1998,The Truman Show,60000000,125618201,264118201,204118201,340.1970017
9/8/2016,Sully,60000000,125070033,238524556,178524556,297.5409267
6/14/2002,The Bourne Identity,60000000,121468960,214357371,154357371,257.262285
10/8/2009,Couples Retreat,60000000,109205660,172450423,112450423,187.4173717
11/17/1995,Goldeneye,60000000,106429941,356429941,296429941,494.0499017
5/30/2003,The Italian Job,60000000,106126012,176262839,116262839,193.7713983
5/9/2003,Daddy Day Care,60000000,104148781,164285587,104285587,173.8093117
6/18/1999,The General\'s Daughter,60000000,102705852,149705852,89705852,149.5097533
12/18/1998,The Prince of Egypt,60000000,101413188,218613188,158613188,264.3553133
8/6/2004,Collateral,60000000,100170152,217602967,157602967,262.6716117
7/4/2001,Cats & Dogs,60000000,93375151,200700000,140700000,234.5
12/20/2002,Two Weeks Notice,60000000,93354918,199043309,139043309,231.7388483
10/2/1998,Antz,60000000,90757863,152457863,92457863,154.0964383
4/18/2002,The Scorpion King,60000000,90580000,165890634,105890634,176.48439
10/15/2010,Red,60000000,90380162,196439693,136439693,227.3994883
3/5/2004,Starsky & Hutch,60000000,88200225,170200225,110200225,183.6670417
6/27/1990,Days of Thunder,60000000,82670733,157670733,97670733,162.784555
12/21/2005,Cheaper by the Dozen 2,60000000,82571173,135015330,75015330,125.02555
8/13/2010,Eat Pray Love,60000000,80574010,206598789,146598789,244.331315
12/20/2012,Jack Reacher,60000000,80070736,217370736,157370736,262.28456
4/23/2004,Man on Fire,60000000,77906816,130968579,70968579,118.280965
12/22/2000,The Family Man,60000000,75764085,124715863,64715863,107.8597717
9/9/2011,Contagion,60000000,75658097,137551594,77551594,129.2526567
12/22/1999,Any Given Sunday,60000000,75530832,100230832,40230832,67.05138667
5/15/1998,The Horse Whisperer,60000000,75383563,186883563,126883563,211.472605
2/6/2009,Coraline,60000000,75286229,126037057,66037057,110.0617617
10/1/2004,Ladder 49,60000000,74541707,102332848,42332848,70.55474667
7/28/1999,Deep Blue Sea,60000000,73648228,165048228,105048228,175.08038
10/28/2009,Michael Jackson's This Is It,60000000,72091016,252091016,192091016,320.1516933
1/17/2003,Kangaroo Jack,60000000,66723216,90558582,30558582,50.93097
6/13/2008,The Happening,60000000,64506874,162778384,102778384,171.2973067
3/2/2016,London Has Fallen,60000000,62524260,195194085,135194085,225.323475
4/7/2000,Rules of Engagement,60000000,61322858,71719931,11719931,19.53321833
3/10/2006,The Shaggy Dog,60000000,61123569,87123569,27123569,45.20594833
11/22/1996,Jingle All the Way,60000000,60592389,129832389,69832389,116.387315
4/2/2004,Hellboy,60000000,59623958,99823958,39823958,66.37326333
10/20/2016,Jack Reacher: Never Go Back,60000000,58697076,159946489,99946489,166.5774817
5/25/2017,Baywatch,60000000,58060186,175863783,115863783,193.106305
3/6/1998,U.S. Marshals,60000000,57833603,57833603,-2166397,-3.610661667
12/25/1998,A Civil Action,60000000,56709981,56709981,-3290019,-5.483365
12/24/2015,Joy,60000000,56451232,101134059,41134059,68.556765
8/3/2012,ParaNorman,60000000,56003051,108119662,48119662,80.19943667
11/14/1997,The Jackal,60000000,54956941,159356941,99356941,165.5949017
12/25/2003,Paycheck,60000000,53789313,98819789,38819789,64.69964833
3/1/1996,Up Close & Personal,60000000,51045801,100645801,40645801,67.74300167
12/19/2008,The Tale of Despereaux,60000000,50877145,90482317,30482317,50.80386167
9/19/2014,The Boxtrolls,60000000,50837305,111898741,51898741,86.49790167
8/2/2017,The Dark Tower,60000000,50701325,113461527,53461527,89.102545
9/27/2002,The Tuxedo,60000000,50586000,104429625,44429625,74.049375
1/17/2014,Jack Ryan: Shadow Recruit,60000000,50577412,131377412,71377412,118.9623533
7/14/1995,Under Siege 2: Dark Territory,60000000,50024083,104324083,44324083,73.87347167
3/24/2005,Miss Congeniality 2: Armed and Fabulous,60000000,48478006,101292343,41292343,68.82057167
12/21/2018,Vice,60000000,47836282,70893782,10893782,18.15630333
11/26/1997,Alien: Resurrection,60000000,47795018,160700000,100700000,167.8333333
3/23/2007,Shooter,60000000,47003582,95538560,35538560,59.23093333
10/16/1998,Practical Magic,60000000,46850558,68336997,8336997,13.894995
1/9/2013,Gangster Squad,60000000,46000903,104100903,44100903,73.501505
3/24/2017,Smurfs: The Lost Village,60000000,45020282,197578586,137578586,229.2976433
10/10/2018,First Man,60000000,44936545,105703325,45703325,76.17220833
6/19/2009,Year One,60000000,43337279,57604723,-2395277,-3.992128333
1/29/2010,Edge of Darkness,60000000,43313890,82812456,22812456,38.02076
12/13/2002,Star Trek: Nemesis,60000000,43254409,67312826,7312826,12.18804333
2/19/2002,Reign of Fire,60000000,43061982,82150183,22150183,36.91697167
11/20/2009,Planet 51,60000000,42194060,108996113,48996113,81.66018833
3/20/2009,Duplicity,60000000,40572825,81079566,21079566,35.13261
9/12/2008,Righteous Kill,60000000,40081410,78481410,18481410,30.80235
12/11/2009,Invictus,60000000,37491364,124514011,64514011,107.5233517
4/17/2009,State of Play,60000000,37017955,88832210,28832210,48.05368333
2/12/1999,My Favorite Martian,60000000,36850101,36850101,-23149899,-38.583165
4/21/2006,The Sentinel,60000000,36280697,78080697,18080697,30.134495
9/21/2012,Trouble with the Curve,60000000,35763137,47818913,-12181087,-20.30181167
10/10/2003,Intolerable Cruelty,60000000,35327628,121327628,61327628,102.2127133
1/10/1997,The Relic,60000000,33956608,33956608,-26043392,-43.40565333
4/3/1998,Mercury Rising,60000000,32983332,32983332,-27016668,-45.02778
9/15/2000,Almost Famous,60000000,32522352,47371191,-12628809,-21.048015
2/7/2019,Cold Pursuit,60000000,32138862,62599159,2599159,4.331931667
12/6/2002,Analyze That,60000000,32122249,54994757,-5005243,-8.342071667
4/24/2009,The Soloist,60000000,31853584,38522450,-21477550,-35.79591667
8/21/2013,The Mortal Instruments: City of Bones,60000000,31165421,75965567,15965567,26.60927833
11/3/2000,The Legend of Bagger Vance,60000000,30695227,39235486,-20764514,-34.60752333
2/22/2002,Dragonfly,60000000,30063805,30317425,-29682575,-49.47095833
5/13/2011,Priest,60000000,29136626,84154026,24154026,40.25671
6/16/2006,Garfield: A Tail of Two Kitties,60000000,28426747,147985373,87985373,146.6422883
4/29/2005,XXX: State of the Union,60000000,26873932,71073932,11073932,18.45655333
8/15/1997,Event Horizon,60000000,26673242,26673953,-33326047,-55.54341167
7/2/2003,Sinbad: Legend of the Seven Seas,60000000,26483452,80767884,20767884,34.61314
7/8/2005,Dark Water,60000000,25473093,49473093,-10526907,-17.544845
8/14/1998,The Avengers,60000000,23385416,48585416,-11414584,-19.02430667
9/15/2006,The Black Dahlia,60000000,22672813,49238525,-10761475,-17.93579167
3/26/1999,EDtv,60000000,22508689,35319689,-24680311,-41.13385167
12/25/2008,The Spirit,60000000,19806188,39006188,-20993812,-34.98968667
10/19/2001,The Last Castle,60000000,18208078,20541668,-39458332,-65.76388667
1/23/2009,Inkheart,60000000,17303424,66655938,6655938,11.09323
2/18/2020,Monster Hunter,60000000,15104790,44400541,-15599459,-25.99909833
1/14/2000,Supernova,60000000,14218868,14816494,-45183506,-75.30584333
9/22/2006,Flyboys,60000000,13090630,14816379,-45183621,-75.306035
2/14/2014,Winter’s Tale,60000000,12600231,29575033,-30424967,-50.70827833
10/9/1998,Holy Man,60000000,12069719,12069719,-47930281,-79.88380167
7/11/2008,Meet Dave,60000000,11803254,50648806,-9351194,-15.58532333
8/12/2005,The Great Raid,60000000,10166502,10597070,-49402930,-82.33821667
7/2/2016,Rock Dog,60000000,9420546,24148488,-35851512,-59.75252
1/21/2015,Mortdecai,60000000,7696134,30396134,-29603866,-49.33977667
1/11/2008,In the Name of the King: A Dungeon Siege Tale,60000000,4775656,13233220,-46766780,-77.94463333
10/24/2003,Beyond Borders,60000000,4426297,11427090,-48572910,-80.95485
2/4/2016,Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,60000000,709982,194058503,134058503,223.4308383
8/30/2019,The Informer,60000000,300460,2369336,-57630664,-96.05110667
12/11/2015,The Ridiculous 6,60000000,0,0,-60000000,-100
3/15/2018,Sherlock Gnomes,59000000,43242871,87527651,28527651,48.35195085
1/18/2019,The Kid Who Would Be King,59000000,16790790,28296983,-30703017,-52.03901186
2/9/2016,Deadpool,58000000,363070709,784157111,726157111,1251.995019
12/25/2014,American Sniper,58000000,350126372,547326372,489326372,843.6661586
10/14/2015,Goosebumps,58000000,80069458,158911568,100911568,173.9854621
5/25/1988,Rambo III,58000000,53715611,188715611,130715611,225.3717431
12/15/1995,Sabrina,58000000,53458319,87100000,29100000,50.17241379
1/20/2012,Red Tails,58000000,49876377,50365498,-7634502,-13.16293448
9/16/2005,Just Like Heaven,58000000,48318130,100687083,42687083,73.59841897
6/7/2013,The Internship,58000000,44672764,93672764,35672764,61.50476552
4/28/2000,The Flintstones in Viva Rock Vegas,58000000,35231365,59431365,1431365,2.46787069
4/4/2008,Leatherheads,58000000,31373938,41348628,-16651372,-28.70926207
3/22/2017,Life,58000000,30234022,101815660,43815660,75.54424138
12/18/2009,Did You Hear About the Morgans?,58000000,29580087,80480566,22480566,38.75959655
12/12/2008,Che Part 1: The Argentine,58000000,1802521,31627370,-26372630,-45.47005172
5/30/2008,Sex and the City,57500000,152647258,415247258,357747258,622.1691443
9/10/2010,Resident Evil: Afterlife,57500000,60128566,295874190,238374190,414.5638087
6/13/2012,That’s My Boy,57500000,36931089,58879681,1379681,2.399445217
10/17/1997,Devil’s Advocate,57000000,61007424,153007424,96007424,168.4340772
2/17/2012,Ghost Rider: Spirit of Vengeance,57000000,51774002,149217355,92217355,161.7848333
5/31/1996,Dragonheart,57000000,51364680,104364680,47364680,83.09592982
11/12/2004,After the Sunset,57000000,28328132,38329114,-18670886,-32.75594035
8/17/2001,Captain Corelli's Mandolin,57000000,25528495,62097495,5097495,8.942973684
12/25/2014,Into the Woods,56200000,128002372,212550576,156350576,278.2038719
4/11/2003,Anger Management,56000000,135560942,195484552,139484552,249.0795571
3/4/2005,The Pacifier,56000000,113006880,198006880,142006880,253.5837143
4/2/2004,Walking Tall,56000000,46213824,47856383,-8143617,-14.54217321
7/12/2015,Zhuo yao ji,56000000,32766,359295591,303295591,541.5992696
10/2/2019,Joker,55000000,335451311,1072507517,1017507517,1850.013667
7/6/1994,Forrest Gump,55000000,330151138,679838260,624838260,1136.069564
12/14/2007,Alvin and the Chipmunks,55000000,217326974,362605033,307605033,559.2818782
10/26/2018,Bohemian Rhapsody,55000000,216303339,887040610,832040610,1512.801109
2/11/2005,Hitch,55000000,177784257,366784257,311784257,566.8804673
10/6/2000,Meet the Parents,55000000,166225040,330425040,275425040,500.7728
12/15/2006,The Pursuit of Happyness,55000000,162586036,307311093,252311093,458.7474418
6/10/1995,Pocahontas,55000000,141579773,347100000,292100000,531.0909091
12/15/1978,Superman,55000000,134218018,300200000,245200000,445.8181818
6/28/1996,The Nutty Professor,55000000,128814019,273814019,218814019,397.8436709
2/8/2017,Fifty Shades Darker,55000000,114434010,381367046,326367046,593.3946291
10/11/2013,Captain Phillips,55000000,107136417,220648184,165648184,301.1785164
7/16/1997,George Of The Jungle,55000000,105263257,174463257,119463257,217.2059218
8/1/2003,American Wedding,55000000,104354205,232354205,177354205,322.4621909
11/3/2017,Murder on the Orient Express,55000000,102826543,351767147,296767147,539.5766309
9/26/2014,The Equalizer,55000000,101530738,192903624,137903624,250.7338618
2/7/2018,Fifty Shades Freed,55000000,100407760,371985018,316985018,576.3363964
5/26/1995,Casper,55000000,100328194,282300000,227300000,413.2727273
4/9/2010,Date Night,55000000,98711404,152269033,97269033,176.8527873
12/13/2002,Maid in Manhattan,55000000,93932896,163838217,108838217,197.8876673
5/12/1995,Crimson Tide,55000000,91387195,159387195,104387195,189.7949
9/23/2005,Flightplan,55000000,89706988,214392904,159392904,289.80528
12/9/1994,Disclosure,55000000,83015089,212200000,157200000,285.8181818
4/10/1998,City of Angels,55000000,78750909,198750909,143750909,261.3652891
11/28/2014,Paddington,55000000,76223578,252410984,197410984,358.9290618
4/28/2006,R.V.,55000000,71724497,87473024,32473024,59.04186182
10/28/1994,Stargate,55000000,71565669,196565669,141565669,257.3921255
10/10/2003,Kill Bill: Volume 1,55000000,70098138,176469428,121469428,220.8535055
6/17/2011,Mr. Poppers's Penguins,55000000,68224452,189624452,134624452,244.7717309
8/13/1999,Bowfinger,55000000,66458769,98699769,43699769,79.45412545
4/16/2004,Kill Bill: Volume 2,55000000,66207920,153535982,98535982,179.1563309
12/22/1989,Tango & Cash,55000000,63408614,63408614,8408614,15.28838909
7/31/1992,Death Becomes Her,55000000,58422650,149022650,94022650,170.9502727
5/26/2000,Shanghai Noon,55000000,56932305,71189835,16189835,29.43606364
3/15/1996,Executive Decision,55000000,56679192,122079192,67079192,121.9621673
10/31/2013,Free Birds,55000000,55750480,110387072,55387072,100.7037673
5/22/1992,Alien 3,55000000,54927174,158500000,103500000,188.1818182
4/18/2008,The Forbidden Kingdom,55000000,52075270,129075270,74075270,134.6823091
12/8/2004,The Phantom of the Opera,55000000,51225796,153770052,98770052,179.5819127
3/21/2014,Muppets Most Wanted,55000000,51178893,79312301,24312301,44.20418364
12/20/1996,Evita,55000000,50047179,151947179,96947179,176.2675982
8/18/2016,Kubo and the Two Strings,55000000,48023088,77548122,22548122,40.99658545
4/8/2021,Mortal Kombat,55000000,42201013,83383351,28383351,51.60609273
9/25/1998,Ronin,55000000,41610884,70692101,15692101,28.53109273
11/24/2010,Burlesque,55000000,39440655,90552675,35552675,64.64122727
10/11/1996,The Ghost and the Darkness,55000000,38564422,38564422,-16435578,-29.88286909
10/24/2008,Changeling,55000000,35739802,113805580,58805580,106.9192364
7/27/2012,The Watch,55000000,34353000,67130045,12130045,22.05462727
3/14/2003,The Hunted,55000000,34234008,47213095,-7786905,-14.15800909
6/4/1999,Instinct,55000000,34105207,34105207,-20894793,-37.99053273
12/12/2003,Stuck On You,55000000,33832741,63537164,8537164,15.52211636
2/29/2008,Semi-Pro,55000000,33479698,43980363,-11019637,-20.03570364
2/23/2018,Annihilation,55000000,32732301,43070915,-11929085,-21.68924545
10/14/2015,Crimson Peak,55000000,31090320,74966854,19966854,36.30337091
3/28/2012,The Pirates! Band of Misfits,55000000,31051126,136143605,81143605,147.5338273
6/10/2021,In the Heights,55000000,29879041,43583702,-11416298,-20.75690545
12/2/2005,Aeon Flux,55000000,25857987,53913573,-1086427,-1.975321818
8/2/1996,Chain Reaction,55000000,21226204,60209334,5209334,9.471516364
8/16/1996,The Fan,55000000,18582965,18582965,-36417035,-66.21279091
10/12/2007,Elizabeth: The Golden Age,55000000,16285240,74870866,19870866,36.12884727
6/12/2009,Imagine That,55000000,16222392,22438144,-32561856,-59.20337455
2/21/2003,Gods and Generals,55000000,12882934,12923936,-42076064,-76.50193455
1/10/1997,Turbulence,55000000,11532774,11532774,-43467226,-79.03132
1/31/2013,Bullet to the Head,55000000,9489829,22597969,-32402031,-58.91278364
